Country	Lat	Long	Infections	Date
Thailand	15.0	101.0	2	22 Jan
Thailand	15.0	101.0	3	23 Jan
Thailand	15.0	101.0	5	24 Jan
Thailand	15.0	101.0	7	25 Jan
Thailand	15.0	101.0	8	26 Jan
Thailand	15.0	101.0	8	27 Jan
Thailand	15.0	101.0	14	28 Jan
Thailand	15.0	101.0	14	29 Jan
Thailand	15.0	101.0	14	30 Jan
Thailand	15.0	101.0	19	31 Jan
Thailand	15.0	101.0	19	01 Feb
Thailand	15.0	101.0	19	02 Feb
Thailand	15.0	101.0	19	03 Feb
Thailand	15.0	101.0	25	04 Feb
Thailand	15.0	101.0	25	05 Feb
Thailand	15.0	101.0	25	06 Feb
Thailand	15.0	101.0	25	07 Feb
Thailand	15.0	101.0	32	08 Feb
Thailand	15.0	101.0	32	09 Feb
Thailand	15.0	101.0	32	10 Feb
Thailand	15.0	101.0	33	11 Feb
Thailand	15.0	101.0	33	12 Feb
Thailand	15.0	101.0	33	13 Feb
Thailand	15.0	101.0	33	14 Feb
Thailand	15.0	101.0	33	15 Feb
Thailand	15.0	101.0	34	16 Feb
Thailand	15.0	101.0	35	17 Feb
Thailand	15.0	101.0	35	18 Feb
Thailand	15.0	101.0	35	19 Feb
Thailand	15.0	101.0	35	20 Feb
Thailand	15.0	101.0	35	21 Feb
Thailand	15.0	101.0	35	22 Feb
Thailand	15.0	101.0	35	23 Feb
Thailand	15.0	101.0	35	24 Feb
Thailand	15.0	101.0	37	25 Feb
Thailand	15.0	101.0	40	26 Feb
Thailand	15.0	101.0	40	27 Feb
Thailand	15.0	101.0	41	28 Feb
Thailand	15.0	101.0	42	29 Feb
Thailand	15.0	101.0	42	01 Mar
Thailand	15.0	101.0	43	02 Mar
Thailand	15.0	101.0	43	03 Mar
Thailand	15.0	101.0	43	04 Mar
Thailand	15.0	101.0	47	05 Mar
Thailand	15.0	101.0	48	06 Mar
Thailand	15.0	101.0	50	07 Mar
Thailand	15.0	101.0	50	08 Mar
Thailand	15.0	101.0	50	09 Mar
Thailand	15.0	101.0	53	10 Mar
Thailand	15.0	101.0	59	11 Mar
Thailand	15.0	101.0	70	12 Mar
Thailand	15.0	101.0	75	13 Mar
Thailand	15.0	101.0	82	14 Mar
Thailand	15.0	101.0	114	15 Mar
Thailand	15.0	101.0	147	16 Mar
Japan	36.0	138.0	2	22 Jan
Japan	36.0	138.0	1	23 Jan
Japan	36.0	138.0	2	24 Jan
Japan	36.0	138.0	2	25 Jan
Japan	36.0	138.0	4	26 Jan
Japan	36.0	138.0	4	27 Jan
Japan	36.0	138.0	7	28 Jan
Japan	36.0	138.0	7	29 Jan
Japan	36.0	138.0	11	30 Jan
Japan	36.0	138.0	15	31 Jan
Japan	36.0	138.0	20	01 Feb
Japan	36.0	138.0	20	02 Feb
Japan	36.0	138.0	20	03 Feb
Japan	36.0	138.0	22	04 Feb
Japan	36.0	138.0	22	05 Feb
Japan	36.0	138.0	45	06 Feb
Japan	36.0	138.0	25	07 Feb
Japan	36.0	138.0	25	08 Feb
Japan	36.0	138.0	26	09 Feb
Japan	36.0	138.0	26	10 Feb
Japan	36.0	138.0	26	11 Feb
Japan	36.0	138.0	28	12 Feb
Japan	36.0	138.0	28	13 Feb
Japan	36.0	138.0	29	14 Feb
Japan	36.0	138.0	43	15 Feb
Japan	36.0	138.0	59	16 Feb
Japan	36.0	138.0	66	17 Feb
Japan	36.0	138.0	74	18 Feb
Japan	36.0	138.0	84	19 Feb
Japan	36.0	138.0	94	20 Feb
Japan	36.0	138.0	105	21 Feb
Japan	36.0	138.0	122	22 Feb
Japan	36.0	138.0	147	23 Feb
Japan	36.0	138.0	159	24 Feb
Japan	36.0	138.0	170	25 Feb
Japan	36.0	138.0	189	26 Feb
Japan	36.0	138.0	214	27 Feb
Japan	36.0	138.0	228	28 Feb
Japan	36.0	138.0	241	29 Feb
Japan	36.0	138.0	256	01 Mar
Japan	36.0	138.0	274	02 Mar
Japan	36.0	138.0	293	03 Mar
Japan	36.0	138.0	331	04 Mar
Japan	36.0	138.0	360	05 Mar
Japan	36.0	138.0	420	06 Mar
Japan	36.0	138.0	461	07 Mar
Japan	36.0	138.0	502	08 Mar
Japan	36.0	138.0	511	09 Mar
Japan	36.0	138.0	581	10 Mar
Japan	36.0	138.0	639	11 Mar
Japan	36.0	138.0	639	12 Mar
Japan	36.0	138.0	701	13 Mar
Japan	36.0	138.0	773	14 Mar
Japan	36.0	138.0	839	15 Mar
Japan	36.0	138.0	825	16 Mar
Singapore	1.2833	103.8333	1	23 Jan
Singapore	1.2833	103.8333	3	24 Jan
Singapore	1.2833	103.8333	3	25 Jan
Singapore	1.2833	103.8333	4	26 Jan
Singapore	1.2833	103.8333	5	27 Jan
Singapore	1.2833	103.8333	7	28 Jan
Singapore	1.2833	103.8333	7	29 Jan
Singapore	1.2833	103.8333	10	30 Jan
Singapore	1.2833	103.8333	13	31 Jan
Singapore	1.2833	103.8333	16	01 Feb
Singapore	1.2833	103.8333	18	02 Feb
Singapore	1.2833	103.8333	18	03 Feb
Singapore	1.2833	103.8333	24	04 Feb
Singapore	1.2833	103.8333	28	05 Feb
Singapore	1.2833	103.8333	28	06 Feb
Singapore	1.2833	103.8333	30	07 Feb
Singapore	1.2833	103.8333	33	08 Feb
Singapore	1.2833	103.8333	40	09 Feb
Singapore	1.2833	103.8333	45	10 Feb
Singapore	1.2833	103.8333	47	11 Feb
Singapore	1.2833	103.8333	50	12 Feb
Singapore	1.2833	103.8333	58	13 Feb
Singapore	1.2833	103.8333	67	14 Feb
Singapore	1.2833	103.8333	72	15 Feb
Singapore	1.2833	103.8333	75	16 Feb
Singapore	1.2833	103.8333	77	17 Feb
Singapore	1.2833	103.8333	81	18 Feb
Singapore	1.2833	103.8333	84	19 Feb
Singapore	1.2833	103.8333	84	20 Feb
Singapore	1.2833	103.8333	85	21 Feb
Singapore	1.2833	103.8333	85	22 Feb
Singapore	1.2833	103.8333	89	23 Feb
Singapore	1.2833	103.8333	89	24 Feb
Singapore	1.2833	103.8333	91	25 Feb
Singapore	1.2833	103.8333	93	26 Feb
Singapore	1.2833	103.8333	93	27 Feb
Singapore	1.2833	103.8333	93	28 Feb
Singapore	1.2833	103.8333	102	29 Feb
Singapore	1.2833	103.8333	106	01 Mar
Singapore	1.2833	103.8333	108	02 Mar
Singapore	1.2833	103.8333	110	03 Mar
Singapore	1.2833	103.8333	110	04 Mar
Singapore	1.2833	103.8333	117	05 Mar
Singapore	1.2833	103.8333	130	06 Mar
Singapore	1.2833	103.8333	138	07 Mar
Singapore	1.2833	103.8333	150	08 Mar
Singapore	1.2833	103.8333	150	09 Mar
Singapore	1.2833	103.8333	160	10 Mar
Singapore	1.2833	103.8333	178	11 Mar
Singapore	1.2833	103.8333	178	12 Mar
Singapore	1.2833	103.8333	200	13 Mar
Singapore	1.2833	103.8333	212	14 Mar
Singapore	1.2833	103.8333	226	15 Mar
Singapore	1.2833	103.8333	243	16 Mar
Nepal	28.1667	84.25	1	25 Jan
Nepal	28.1667	84.25	1	26 Jan
Nepal	28.1667	84.25	1	27 Jan
Nepal	28.1667	84.25	1	28 Jan
Nepal	28.1667	84.25	1	29 Jan
Nepal	28.1667	84.25	1	30 Jan
Nepal	28.1667	84.25	1	31 Jan
Nepal	28.1667	84.25	1	01 Feb
Nepal	28.1667	84.25	1	02 Feb
Nepal	28.1667	84.25	1	03 Feb
Nepal	28.1667	84.25	1	04 Feb
Nepal	28.1667	84.25	1	05 Feb
Nepal	28.1667	84.25	1	06 Feb
Nepal	28.1667	84.25	1	07 Feb
Nepal	28.1667	84.25	1	08 Feb
Nepal	28.1667	84.25	1	09 Feb
Nepal	28.1667	84.25	1	10 Feb
Nepal	28.1667	84.25	1	11 Feb
Nepal	28.1667	84.25	1	12 Feb
Nepal	28.1667	84.25	1	13 Feb
Nepal	28.1667	84.25	1	14 Feb
Nepal	28.1667	84.25	1	15 Feb
Nepal	28.1667	84.25	1	16 Feb
Nepal	28.1667	84.25	1	17 Feb
Nepal	28.1667	84.25	1	18 Feb
Nepal	28.1667	84.25	1	19 Feb
Nepal	28.1667	84.25	1	20 Feb
Nepal	28.1667	84.25	1	21 Feb
Nepal	28.1667	84.25	1	22 Feb
Nepal	28.1667	84.25	1	23 Feb
Nepal	28.1667	84.25	1	24 Feb
Nepal	28.1667	84.25	1	25 Feb
Nepal	28.1667	84.25	1	26 Feb
Nepal	28.1667	84.25	1	27 Feb
Nepal	28.1667	84.25	1	28 Feb
Nepal	28.1667	84.25	1	29 Feb
Nepal	28.1667	84.25	1	01 Mar
Nepal	28.1667	84.25	1	02 Mar
Nepal	28.1667	84.25	1	03 Mar
Nepal	28.1667	84.25	1	04 Mar
Nepal	28.1667	84.25	1	05 Mar
Nepal	28.1667	84.25	1	06 Mar
Nepal	28.1667	84.25	1	07 Mar
Nepal	28.1667	84.25	1	08 Mar
Nepal	28.1667	84.25	1	09 Mar
Nepal	28.1667	84.25	1	10 Mar
Nepal	28.1667	84.25	1	11 Mar
Nepal	28.1667	84.25	1	12 Mar
Nepal	28.1667	84.25	1	13 Mar
Nepal	28.1667	84.25	1	14 Mar
Nepal	28.1667	84.25	1	15 Mar
Nepal	28.1667	84.25	1	16 Mar
Malaysia	2.5	112.5	3	25 Jan
Malaysia	2.5	112.5	4	26 Jan
Malaysia	2.5	112.5	4	27 Jan
Malaysia	2.5	112.5	4	28 Jan
Malaysia	2.5	112.5	7	29 Jan
Malaysia	2.5	112.5	8	30 Jan
Malaysia	2.5	112.5	8	31 Jan
Malaysia	2.5	112.5	8	01 Feb
Malaysia	2.5	112.5	8	02 Feb
Malaysia	2.5	112.5	8	03 Feb
Malaysia	2.5	112.5	10	04 Feb
Malaysia	2.5	112.5	12	05 Feb
Malaysia	2.5	112.5	12	06 Feb
Malaysia	2.5	112.5	12	07 Feb
Malaysia	2.5	112.5	16	08 Feb
Malaysia	2.5	112.5	16	09 Feb
Malaysia	2.5	112.5	18	10 Feb
Malaysia	2.5	112.5	18	11 Feb
Malaysia	2.5	112.5	18	12 Feb
Malaysia	2.5	112.5	19	13 Feb
Malaysia	2.5	112.5	19	14 Feb
Malaysia	2.5	112.5	22	15 Feb
Malaysia	2.5	112.5	22	16 Feb
Malaysia	2.5	112.5	22	17 Feb
Malaysia	2.5	112.5	22	18 Feb
Malaysia	2.5	112.5	22	19 Feb
Malaysia	2.5	112.5	22	20 Feb
Malaysia	2.5	112.5	22	21 Feb
Malaysia	2.5	112.5	22	22 Feb
Malaysia	2.5	112.5	22	23 Feb
Malaysia	2.5	112.5	22	24 Feb
Malaysia	2.5	112.5	22	25 Feb
Malaysia	2.5	112.5	22	26 Feb
Malaysia	2.5	112.5	23	27 Feb
Malaysia	2.5	112.5	23	28 Feb
Malaysia	2.5	112.5	25	29 Feb
Malaysia	2.5	112.5	29	01 Mar
Malaysia	2.5	112.5	29	02 Mar
Malaysia	2.5	112.5	36	03 Mar
Malaysia	2.5	112.5	50	04 Mar
Malaysia	2.5	112.5	50	05 Mar
Malaysia	2.5	112.5	83	06 Mar
Malaysia	2.5	112.5	93	07 Mar
Malaysia	2.5	112.5	99	08 Mar
Malaysia	2.5	112.5	117	09 Mar
Malaysia	2.5	112.5	129	10 Mar
Malaysia	2.5	112.5	149	11 Mar
Malaysia	2.5	112.5	149	12 Mar
Malaysia	2.5	112.5	197	13 Mar
Malaysia	2.5	112.5	238	14 Mar
Malaysia	2.5	112.5	428	15 Mar
Malaysia	2.5	112.5	566	16 Mar
Canada	49.2827	-123.1207	1	28 Jan
Canada	49.2827	-123.1207	1	29 Jan
Canada	49.2827	-123.1207	1	30 Jan
Canada	49.2827	-123.1207	1	31 Jan
Canada	49.2827	-123.1207	1	01 Feb
Canada	49.2827	-123.1207	1	02 Feb
Canada	49.2827	-123.1207	1	03 Feb
Canada	49.2827	-123.1207	1	04 Feb
Canada	49.2827	-123.1207	2	05 Feb
Canada	49.2827	-123.1207	2	06 Feb
Canada	49.2827	-123.1207	4	07 Feb
Canada	49.2827	-123.1207	4	08 Feb
Canada	49.2827	-123.1207	4	09 Feb
Canada	49.2827	-123.1207	4	10 Feb
Canada	49.2827	-123.1207	4	11 Feb
Canada	49.2827	-123.1207	4	12 Feb
Canada	49.2827	-123.1207	4	13 Feb
Canada	49.2827	-123.1207	4	14 Feb
Canada	49.2827	-123.1207	4	15 Feb
Canada	49.2827	-123.1207	4	16 Feb
Canada	49.2827	-123.1207	5	17 Feb
Canada	49.2827	-123.1207	5	18 Feb
Canada	49.2827	-123.1207	5	19 Feb
Canada	49.2827	-123.1207	5	20 Feb
Canada	49.2827	-123.1207	6	21 Feb
Canada	49.2827	-123.1207	6	22 Feb
Canada	49.2827	-123.1207	6	23 Feb
Canada	49.2827	-123.1207	6	24 Feb
Canada	49.2827	-123.1207	7	25 Feb
Canada	49.2827	-123.1207	7	26 Feb
Canada	49.2827	-123.1207	7	27 Feb
Canada	49.2827	-123.1207	7	28 Feb
Canada	49.2827	-123.1207	8	29 Feb
Canada	49.2827	-123.1207	8	01 Mar
Canada	49.2827	-123.1207	8	02 Mar
Canada	49.2827	-123.1207	9	03 Mar
Canada	49.2827	-123.1207	12	04 Mar
Canada	49.2827	-123.1207	13	05 Mar
Canada	49.2827	-123.1207	21	06 Mar
Canada	49.2827	-123.1207	21	07 Mar
Canada	49.2827	-123.1207	27	08 Mar
Canada	49.2827	-123.1207	32	09 Mar
Canada	49.2827	-123.1207	32	10 Mar
Canada	49.2827	-123.1207	39	11 Mar
Canada	49.2827	-123.1207	46	12 Mar
Canada	49.2827	-123.1207	64	13 Mar
Canada	49.2827	-123.1207	64	14 Mar
Canada	49.2827	-123.1207	73	15 Mar
Canada	49.2827	-123.1207	103	16 Mar
Australia	-33.8688	151.2093	3	26 Jan
Australia	-33.8688	151.2093	4	27 Jan
Australia	-33.8688	151.2093	4	28 Jan
Australia	-33.8688	151.2093	4	29 Jan
Australia	-33.8688	151.2093	4	30 Jan
Australia	-33.8688	151.2093	4	31 Jan
Australia	-33.8688	151.2093	4	01 Feb
Australia	-33.8688	151.2093	4	02 Feb
Australia	-33.8688	151.2093	4	03 Feb
Australia	-33.8688	151.2093	4	04 Feb
Australia	-33.8688	151.2093	4	05 Feb
Australia	-33.8688	151.2093	4	06 Feb
Australia	-33.8688	151.2093	4	07 Feb
Australia	-33.8688	151.2093	4	08 Feb
Australia	-33.8688	151.2093	4	09 Feb
Australia	-33.8688	151.2093	4	10 Feb
Australia	-33.8688	151.2093	4	11 Feb
Australia	-33.8688	151.2093	4	12 Feb
Australia	-33.8688	151.2093	4	13 Feb
Australia	-33.8688	151.2093	4	14 Feb
Australia	-33.8688	151.2093	4	15 Feb
Australia	-33.8688	151.2093	4	16 Feb
Australia	-33.8688	151.2093	4	17 Feb
Australia	-33.8688	151.2093	4	18 Feb
Australia	-33.8688	151.2093	4	19 Feb
Australia	-33.8688	151.2093	4	20 Feb
Australia	-33.8688	151.2093	4	21 Feb
Australia	-33.8688	151.2093	4	22 Feb
Australia	-33.8688	151.2093	4	23 Feb
Australia	-33.8688	151.2093	4	24 Feb
Australia	-33.8688	151.2093	4	25 Feb
Australia	-33.8688	151.2093	4	26 Feb
Australia	-33.8688	151.2093	4	27 Feb
Australia	-33.8688	151.2093	4	28 Feb
Australia	-33.8688	151.2093	4	29 Feb
Australia	-33.8688	151.2093	6	01 Mar
Australia	-33.8688	151.2093	6	02 Mar
Australia	-33.8688	151.2093	13	03 Mar
Australia	-33.8688	151.2093	22	04 Mar
Australia	-33.8688	151.2093	22	05 Mar
Australia	-33.8688	151.2093	26	06 Mar
Australia	-33.8688	151.2093	28	07 Mar
Australia	-33.8688	151.2093	38	08 Mar
Australia	-33.8688	151.2093	48	09 Mar
Australia	-33.8688	151.2093	55	10 Mar
Australia	-33.8688	151.2093	65	11 Mar
Australia	-33.8688	151.2093	65	12 Mar
Australia	-33.8688	151.2093	92	13 Mar
Australia	-33.8688	151.2093	112	14 Mar
Australia	-33.8688	151.2093	134	15 Mar
Australia	-33.8688	151.2093	171	16 Mar
Australia	-37.8136	144.9631	1	26 Jan
Australia	-37.8136	144.9631	1	27 Jan
Australia	-37.8136	144.9631	1	28 Jan
Australia	-37.8136	144.9631	1	29 Jan
Australia	-37.8136	144.9631	2	30 Jan
Australia	-37.8136	144.9631	3	31 Jan
Australia	-37.8136	144.9631	4	01 Feb
Australia	-37.8136	144.9631	4	02 Feb
Australia	-37.8136	144.9631	4	03 Feb
Australia	-37.8136	144.9631	4	04 Feb
Australia	-37.8136	144.9631	4	05 Feb
Australia	-37.8136	144.9631	4	06 Feb
Australia	-37.8136	144.9631	4	07 Feb
Australia	-37.8136	144.9631	4	08 Feb
Australia	-37.8136	144.9631	4	09 Feb
Australia	-37.8136	144.9631	4	10 Feb
Australia	-37.8136	144.9631	4	11 Feb
Australia	-37.8136	144.9631	4	12 Feb
Australia	-37.8136	144.9631	4	13 Feb
Australia	-37.8136	144.9631	4	14 Feb
Australia	-37.8136	144.9631	4	15 Feb
Australia	-37.8136	144.9631	4	16 Feb
Australia	-37.8136	144.9631	4	17 Feb
Australia	-37.8136	144.9631	4	18 Feb
Australia	-37.8136	144.9631	4	19 Feb
Australia	-37.8136	144.9631	4	20 Feb
Australia	-37.8136	144.9631	4	21 Feb
Australia	-37.8136	144.9631	4	22 Feb
Australia	-37.8136	144.9631	4	23 Feb
Australia	-37.8136	144.9631	4	24 Feb
Australia	-37.8136	144.9631	4	25 Feb
Australia	-37.8136	144.9631	4	26 Feb
Australia	-37.8136	144.9631	4	27 Feb
Australia	-37.8136	144.9631	4	28 Feb
Australia	-37.8136	144.9631	7	29 Feb
Australia	-37.8136	144.9631	7	01 Mar
Australia	-37.8136	144.9631	9	02 Mar
Australia	-37.8136	144.9631	9	03 Mar
Australia	-37.8136	144.9631	10	04 Mar
Australia	-37.8136	144.9631	10	05 Mar
Australia	-37.8136	144.9631	10	06 Mar
Australia	-37.8136	144.9631	11	07 Mar
Australia	-37.8136	144.9631	11	08 Mar
Australia	-37.8136	144.9631	15	09 Mar
Australia	-37.8136	144.9631	18	10 Mar
Australia	-37.8136	144.9631	21	11 Mar
Australia	-37.8136	144.9631	21	12 Mar
Australia	-37.8136	144.9631	36	13 Mar
Australia	-37.8136	144.9631	49	14 Mar
Australia	-37.8136	144.9631	57	15 Mar
Australia	-37.8136	144.9631	71	16 Mar
Australia	-28.0167	153.4	1	29 Jan
Australia	-28.0167	153.4	3	30 Jan
Australia	-28.0167	153.4	2	31 Jan
Australia	-28.0167	153.4	3	01 Feb
Australia	-28.0167	153.4	2	02 Feb
Australia	-28.0167	153.4	2	03 Feb
Australia	-28.0167	153.4	3	04 Feb
Australia	-28.0167	153.4	3	05 Feb
Australia	-28.0167	153.4	4	06 Feb
Australia	-28.0167	153.4	5	07 Feb
Australia	-28.0167	153.4	5	08 Feb
Australia	-28.0167	153.4	5	09 Feb
Australia	-28.0167	153.4	5	10 Feb
Australia	-28.0167	153.4	5	11 Feb
Australia	-28.0167	153.4	5	12 Feb
Australia	-28.0167	153.4	5	13 Feb
Australia	-28.0167	153.4	5	14 Feb
Australia	-28.0167	153.4	5	15 Feb
Australia	-28.0167	153.4	5	16 Feb
Australia	-28.0167	153.4	5	17 Feb
Australia	-28.0167	153.4	5	18 Feb
Australia	-28.0167	153.4	5	19 Feb
Australia	-28.0167	153.4	5	20 Feb
Australia	-28.0167	153.4	5	21 Feb
Australia	-28.0167	153.4	5	22 Feb
Australia	-28.0167	153.4	5	23 Feb
Australia	-28.0167	153.4	5	24 Feb
Australia	-28.0167	153.4	5	25 Feb
Australia	-28.0167	153.4	5	26 Feb
Australia	-28.0167	153.4	5	27 Feb
Australia	-28.0167	153.4	5	28 Feb
Australia	-28.0167	153.4	9	29 Feb
Australia	-28.0167	153.4	9	01 Mar
Australia	-28.0167	153.4	9	02 Mar
Australia	-28.0167	153.4	11	03 Mar
Australia	-28.0167	153.4	11	04 Mar
Australia	-28.0167	153.4	13	05 Mar
Australia	-28.0167	153.4	13	06 Mar
Australia	-28.0167	153.4	13	07 Mar
Australia	-28.0167	153.4	15	08 Mar
Australia	-28.0167	153.4	15	09 Mar
Australia	-28.0167	153.4	18	10 Mar
Australia	-28.0167	153.4	20	11 Mar
Australia	-28.0167	153.4	20	12 Mar
Australia	-28.0167	153.4	35	13 Mar
Australia	-28.0167	153.4	46	14 Mar
Australia	-28.0167	153.4	61	15 Mar
Australia	-28.0167	153.4	68	16 Mar
Cambodia	11.55	104.9167	1	27 Jan
Cambodia	11.55	104.9167	1	28 Jan
Cambodia	11.55	104.9167	1	29 Jan
Cambodia	11.55	104.9167	1	30 Jan
Cambodia	11.55	104.9167	1	31 Jan
Cambodia	11.55	104.9167	1	01 Feb
Cambodia	11.55	104.9167	1	02 Feb
Cambodia	11.55	104.9167	1	03 Feb
Cambodia	11.55	104.9167	1	04 Feb
Cambodia	11.55	104.9167	1	05 Feb
Cambodia	11.55	104.9167	1	06 Feb
Cambodia	11.55	104.9167	1	07 Feb
Cambodia	11.55	104.9167	1	08 Feb
Cambodia	11.55	104.9167	1	09 Feb
Cambodia	11.55	104.9167	1	10 Feb
Cambodia	11.55	104.9167	1	11 Feb
Cambodia	11.55	104.9167	1	12 Feb
Cambodia	11.55	104.9167	1	13 Feb
Cambodia	11.55	104.9167	1	14 Feb
Cambodia	11.55	104.9167	1	15 Feb
Cambodia	11.55	104.9167	1	16 Feb
Cambodia	11.55	104.9167	1	17 Feb
Cambodia	11.55	104.9167	1	18 Feb
Cambodia	11.55	104.9167	1	19 Feb
Cambodia	11.55	104.9167	1	20 Feb
Cambodia	11.55	104.9167	1	21 Feb
Cambodia	11.55	104.9167	1	22 Feb
Cambodia	11.55	104.9167	1	23 Feb
Cambodia	11.55	104.9167	1	24 Feb
Cambodia	11.55	104.9167	1	25 Feb
Cambodia	11.55	104.9167	1	26 Feb
Cambodia	11.55	104.9167	1	27 Feb
Cambodia	11.55	104.9167	1	28 Feb
Cambodia	11.55	104.9167	1	29 Feb
Cambodia	11.55	104.9167	1	01 Mar
Cambodia	11.55	104.9167	1	02 Mar
Cambodia	11.55	104.9167	1	03 Mar
Cambodia	11.55	104.9167	1	04 Mar
Cambodia	11.55	104.9167	1	05 Mar
Cambodia	11.55	104.9167	1	06 Mar
Cambodia	11.55	104.9167	1	07 Mar
Cambodia	11.55	104.9167	2	08 Mar
Cambodia	11.55	104.9167	2	09 Mar
Cambodia	11.55	104.9167	2	10 Mar
Cambodia	11.55	104.9167	3	11 Mar
Cambodia	11.55	104.9167	3	12 Mar
Cambodia	11.55	104.9167	5	13 Mar
Cambodia	11.55	104.9167	7	14 Mar
Cambodia	11.55	104.9167	7	15 Mar
Cambodia	11.55	104.9167	7	16 Mar
Sri Lanka	7.0	81.0	1	27 Jan
Sri Lanka	7.0	81.0	1	28 Jan
Sri Lanka	7.0	81.0	1	29 Jan
Sri Lanka	7.0	81.0	1	30 Jan
Sri Lanka	7.0	81.0	1	31 Jan
Sri Lanka	7.0	81.0	1	01 Feb
Sri Lanka	7.0	81.0	1	02 Feb
Sri Lanka	7.0	81.0	1	03 Feb
Sri Lanka	7.0	81.0	1	04 Feb
Sri Lanka	7.0	81.0	1	05 Feb
Sri Lanka	7.0	81.0	1	06 Feb
Sri Lanka	7.0	81.0	1	07 Feb
Sri Lanka	7.0	81.0	1	08 Feb
Sri Lanka	7.0	81.0	1	09 Feb
Sri Lanka	7.0	81.0	1	10 Feb
Sri Lanka	7.0	81.0	1	11 Feb
Sri Lanka	7.0	81.0	1	12 Feb
Sri Lanka	7.0	81.0	1	13 Feb
Sri Lanka	7.0	81.0	1	14 Feb
Sri Lanka	7.0	81.0	1	15 Feb
Sri Lanka	7.0	81.0	1	16 Feb
Sri Lanka	7.0	81.0	1	17 Feb
Sri Lanka	7.0	81.0	1	18 Feb
Sri Lanka	7.0	81.0	1	19 Feb
Sri Lanka	7.0	81.0	1	20 Feb
Sri Lanka	7.0	81.0	1	21 Feb
Sri Lanka	7.0	81.0	1	22 Feb
Sri Lanka	7.0	81.0	1	23 Feb
Sri Lanka	7.0	81.0	1	24 Feb
Sri Lanka	7.0	81.0	1	25 Feb
Sri Lanka	7.0	81.0	1	26 Feb
Sri Lanka	7.0	81.0	1	27 Feb
Sri Lanka	7.0	81.0	1	28 Feb
Sri Lanka	7.0	81.0	1	29 Feb
Sri Lanka	7.0	81.0	1	01 Mar
Sri Lanka	7.0	81.0	1	02 Mar
Sri Lanka	7.0	81.0	1	03 Mar
Sri Lanka	7.0	81.0	1	04 Mar
Sri Lanka	7.0	81.0	1	05 Mar
Sri Lanka	7.0	81.0	1	06 Mar
Sri Lanka	7.0	81.0	1	07 Mar
Sri Lanka	7.0	81.0	1	08 Mar
Sri Lanka	7.0	81.0	1	09 Mar
Sri Lanka	7.0	81.0	1	10 Mar
Sri Lanka	7.0	81.0	2	11 Mar
Sri Lanka	7.0	81.0	2	12 Mar
Sri Lanka	7.0	81.0	6	13 Mar
Sri Lanka	7.0	81.0	10	14 Mar
Sri Lanka	7.0	81.0	18	15 Mar
Sri Lanka	7.0	81.0	28	16 Mar
Germany	51.0	9.0	1	27 Jan
Germany	51.0	9.0	4	28 Jan
Germany	51.0	9.0	4	29 Jan
Germany	51.0	9.0	4	30 Jan
Germany	51.0	9.0	5	31 Jan
Germany	51.0	9.0	8	01 Feb
Germany	51.0	9.0	10	02 Feb
Germany	51.0	9.0	12	03 Feb
Germany	51.0	9.0	12	04 Feb
Germany	51.0	9.0	12	05 Feb
Germany	51.0	9.0	12	06 Feb
Germany	51.0	9.0	13	07 Feb
Germany	51.0	9.0	13	08 Feb
Germany	51.0	9.0	14	09 Feb
Germany	51.0	9.0	14	10 Feb
Germany	51.0	9.0	16	11 Feb
Germany	51.0	9.0	16	12 Feb
Germany	51.0	9.0	16	13 Feb
Germany	51.0	9.0	16	14 Feb
Germany	51.0	9.0	16	15 Feb
Germany	51.0	9.0	16	16 Feb
Germany	51.0	9.0	16	17 Feb
Germany	51.0	9.0	16	18 Feb
Germany	51.0	9.0	16	19 Feb
Germany	51.0	9.0	16	20 Feb
Germany	51.0	9.0	16	21 Feb
Germany	51.0	9.0	16	22 Feb
Germany	51.0	9.0	16	23 Feb
Germany	51.0	9.0	16	24 Feb
Germany	51.0	9.0	17	25 Feb
Germany	51.0	9.0	27	26 Feb
Germany	51.0	9.0	46	27 Feb
Germany	51.0	9.0	48	28 Feb
Germany	51.0	9.0	79	29 Feb
Germany	51.0	9.0	130	01 Mar
Germany	51.0	9.0	159	02 Mar
Germany	51.0	9.0	196	03 Mar
Germany	51.0	9.0	262	04 Mar
Germany	51.0	9.0	482	05 Mar
Germany	51.0	9.0	670	06 Mar
Germany	51.0	9.0	799	07 Mar
Germany	51.0	9.0	1040	08 Mar
Germany	51.0	9.0	1176	09 Mar
Germany	51.0	9.0	1457	10 Mar
Germany	51.0	9.0	1908	11 Mar
Germany	51.0	9.0	2078	12 Mar
Germany	51.0	9.0	3675	13 Mar
Germany	51.0	9.0	4585	14 Mar
Germany	51.0	9.0	5795	15 Mar
Germany	51.0	9.0	7272	16 Mar
Finland	64.0	26.0	1	29 Jan
Finland	64.0	26.0	1	30 Jan
Finland	64.0	26.0	1	31 Jan
Finland	64.0	26.0	1	01 Feb
Finland	64.0	26.0	1	02 Feb
Finland	64.0	26.0	1	03 Feb
Finland	64.0	26.0	1	04 Feb
Finland	64.0	26.0	1	05 Feb
Finland	64.0	26.0	1	06 Feb
Finland	64.0	26.0	1	07 Feb
Finland	64.0	26.0	1	08 Feb
Finland	64.0	26.0	1	09 Feb
Finland	64.0	26.0	1	10 Feb
Finland	64.0	26.0	1	11 Feb
Finland	64.0	26.0	1	12 Feb
